Number,Source.Url,Country,Region,Class,Project.Approval.Date,Project.Location,Project.Description,Goal.Project.Number,Objectives,Goal.Contribution,Fap.Contribution,Ma.Contribution,Other.Contribution,TotalBudget,Total.Paid,Fifa.points.2015,Fifa.rank.2015,Fifa.points.2000,Fifa.rank.2000,diff_rank,diff_points,id,Project.Approval.Year
p193,http://www.fifa.com/associations/association=egy/development-activities/goal/index.html,Egypt,NORTHERN AFRICA,Technical centre,21.03.2007,6 October City,Completion of the work initiated under Goal project I. The project includes the construction of 30 additional rooms at the national technical centre,2,The objectives of this project are;-to complete and develop the previous project carried out by the association and FIFA;-to increase the training capacity of the national technical centre,400000,450000,0,0,850000,850000,590,57,586,31,-26,-4,EGY,2007
p194,http://www.fifa.com/associations/association=egy/development-activities/goal/index.html,Egypt,NORTHERN AFRICA,Technical centre,01.05.2003,6 October City,Construction of the national technical centre. The project includes: dormitories and a natural turf pitch,1,The objectives of this project are;-to train the administration and technical management;-to contribute to the development of young players;-to enable the technical development of the national youth teams,400000,474908,0,0,874908,874908,590,57,586,31,-26,-4,EGY,2003
p195,http://www.fifa.com/associations/association=eng/development-activities/goal/index.html,England,WESTERN EUROPE,Technical centre,27.03.2012,Burton on Trent,Provide a financial contribution to the extension of the national technical centre with the creation of a medical hub,1,The objectives of this project are;- to create a centre for clinical and scientific research;- to enable the association to use the technical centre for the training of its various football teams;- to improve safety standards for players,500000,0,0,0,7500000,500000,1028,15,672,15,0,-356,GBR,2012
p196,http://www.fifa.com/associations/association=eqg/development-activities/goal/index.html,Equatorial Guinea,SUB-SAHARAN AFRICA,Technical centre,26.10.2010,Malabo,Extension of the technical centre,3,The objective of this project is;-to help the association to optimise the use of its technical centre,400000,2700,0,0,402700,NA,630,49,90,187,138,-540,GNQ,2010
p197,http://www.fifa.com/associations/association=eqg/development-activities/goal/index.html,Equatorial Guinea,SUB-SAHARAN AFRICA,Headquarters,15.03.2006,Malabo,Construction of the association’s headquarters,2,The objective of this project is;-to deliver headquarters and administrative offices befitting a football association,400000,30000,0,0,430000,430000,630,49,90,187,138,-540,GNQ,2006
p198,http://www.fifa.com/associations/association=eqg/development-activities/goal/index.html,Equatorial Guinea,SUB-SAHARAN AFRICA,Technical centre,04.07.2002,Malabo,Construction of the technical centre. The project includes: dormitories,1,The objectives of this project are;-to organise courses;-to accommodate trainees,400000,33022,0,0,568022,433022,630,49,90,187,138,-540,GNQ,2002
p199,http://www.fifa.com/associations/association=eri/development-activities/goal/index.html,Eritrea,SUB-SAHARAN AFRICA,Technical centre,18.03.2013,Asmara,Extension of the technical centre and funding of football activities.,4,"The objectives of the project are twofold;1) Extension of the existing HQ/TC (Goal II) with the aim of creating a conference room, meeting rooms and a communal space for the players. Depending on the outcome of the tender, this part should take about 60-70% of the funds.;2) Funding of football activities in the form of 2-3 week training sessions, festivals and performance stages for the benefit of junior players, with particular emphasis on women’s football. Part of the funds will also be used for the purchase of football material.",500000,31813,0,0,531813,NA,8,202,172,163,-39,164,ERI,2013
p200,http://www.fifa.com/associations/association=eri/development-activities/goal/index.html,Eritrea,SUB-SAHARAN AFRICA,Football pitch,15.03.2010,Keren City,"Installation of an artificial turf pitch at the stadium in Keren City, in the north of Eritrea",3,The objectives of this project are;-to improve existing facilities;-to distribute high-quality football infrastructure in different regions;-to enable the association to organise national competitions in the north of the country;- to facilitate access to football facilities for youth and women’s teams,400000,200000,0,289000,600000,889000,8,202,172,163,-39,164,ERI,2010
p201,http://www.fifa.com/associations/association=eri/development-activities/goal/index.html,Eritrea,SUB-SAHARAN AFRICA,Headquarters,15.03.2006,Asmara,Construction of the headquarters and a gymnasium next to the national technical centre which is situated in front of the main stadium,2,The objectives of this project are;-to deliver headquarters and administrative offices befitting a football association;-to deliver a fully operational gymnasium,400000,246,0,0,400246,400246,8,202,172,163,-39,164,ERI,2006
p202,http://www.fifa.com/associations/association=eri/development-activities/goal/index.html,Eritrea,SUB-SAHARAN AFRICA,Football pitch,02.11.2002,Asmara,Installation of an artificial turf pitch at the Ciecero National Stadium in Asmara. The project includes maintenance equipment,1,The objectives of this project are;-to enable the technical development of the national youth teams;-to organise courses;-to contribute to the development of young players,399975,0,0,0,399975,399975,8,202,172,163,-39,164,ERI,2002
p203,http://www.fifa.com/associations/association=est/development-activities/goal/index.html,Estonia,BALTICS,Football pitch,18.03.2013,"Tallinn, Estonia","Installation of a football turf pitch in the National Technical Centre in Talinn, Estonia.",4,ï to expand the capacity of the Technical Centre in order to guarantee good quality football turf playing field over the winter period to the National Team;ï to improve the training conditions to the national teams (including A-team and women's team),500000,0,255050,0,755050,424495,385,85,482,71,-14,97,EST,2013
p204,http://www.fifa.com/associations/association=est/development-activities/goal/index.html,Estonia,BALTICS,Football pitch,15.03.2010,Tallinn,Installation of two natural turf pitches at the national technical centre,3,The objective of this project is;- to improve the training of youth teams,400000,0,0,0,400000,400000,385,85,482,71,-14,97,EST,2010
p205,http://www.fifa.com/associations/association=est/development-activities/goal/index.html,Estonia,BALTICS,Headquarters,03.12.2006,Tallinn,"Construction work to complete the EFA headquarters at the main stadium. The project includes: administration facilities, conference rooms and training facilities",2,The objective of this project is;- to deliver headquarters and administrative offices befitting a football association,399390,0,0,0,399390,399390,385,85,482,71,-14,97,EST,2006
p206,http://www.fifa.com/associations/association=est/development-activities/goal/index.html,Estonia,BALTICS,Football pitch,04.12.2006,Lillekula,Installation of an artificial turf pitch at the regional technical centre,1,The objective of this project is;- to develop football for local youth teams and professional teams,400000,231330,0,0,631330,631330,385,85,482,71,-14,97,EST,2006
p207,http://www.fifa.com/associations/association=eth/development-activities/goal/index.html,Ethiopia,SUB-SAHARAN AFRICA,Headquarters,25.09.2012,Addis Ababa,Headquarters of the Ethiopian FA.,3,Construction of a headquarters that would achieve the following objectives;- Bring together the various bodies and members of the Ethiopian FA under one roof;- Improve working conditions for the staff;- Enhance the association’s visibility and profile;- Ensure autonomy and respect for the Ethiopian FA;- Develop income-generation projects,500000,0,0,0,500000,NA,323,102,246,143,41,-77,ETH,2012
p208,http://www.fifa.com/associations/association=eth/development-activities/goal/index.html,Ethiopia,SUB-SAHARAN AFRICA,Headquarters,26.10.2010,Addis Ababa,Construction du siège de EFF.,2,"Adapter le siège de la fédération au développement de ses activités.;Améliorer et/ou améliorer l’image de la Fédération.;Concentrer les ressources humaines techniques, administratives et dirigeantes de la EFF dans un seul bâtiment.;Disposer d’espaces pour l’organisation de séminaires, formations et le travail des commissions.;Améliorer des conditions de travail du personnel de la EFF.",400000,0,0,0,400000,302613,323,102,246,143,41,-77,ETH,2010
p209,http://www.fifa.com/associations/association=eth/development-activities/goal/index.html,Ethiopia,SUB-SAHARAN AFRICA,Football pitch,01.12.2009,Ambo,Construction of an Artificial Turf pitch and of a natural turf pitch within the National Technical Centre of the Ethiopian Football Federation in Ambo.,1,To complete the football infrastructure (2 football fields) in the National Technical Centre.;To offer football fields of high quality to the elite and as well to the youth teams (men and women) for the preparation and the technical improvement of the players.,400000,399081,0,0,799081,671275,323,102,246,143,41,-77,ETH,2009
